"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U55100BR1999PTC009085","20-12-1999","BIHAR BURN & TRAUMA RESEARCH CENTRE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","3,000,000.00","Bihar","RoC-Patna","Trading","NEW PATLIPUTRA COLONYPATNA - 800 013 PATNA Bihar INDIA 800013","Indian Non-Government Company"
"U55100BR2000PTC009100","6-01-2000","HOTEL TATHAGAT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","2,255,540.00","Bihar","RoC-Patna","Trading","PARVATI NIWAS,SIDDHARTH NAGAR, JAGDEO PATH, PATNA Bihar INDIA 800014","Indian Non-Government Company"
"U55100BR2003PTC010507","30-12-2003","MAHABODHI HOSPITALITY SERVICES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","460,000.00","Bihar","RoC-Patna","Trading","LAKHI BAGH,MANPUR, PS- MUFASSIL GAYA Bihar INDIA","Indian Non-Government Company"
"U55100BR2004PTC010760","1-06-2004","KUMAR SWAJAL RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","5,000,000.00","Bihar","RoC-Patna","Trading","KARMALI CHAK, N.H. 30, BYE PASS ROAD, PATNA CITY PATNA Bihar INDIA 800009","Indian Non-Government Company"
"U55100BR2005PTC011186","28-02-2005","ANAND MUSKAN HOTEL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","200,000.00","Bihar","RoC-Patna","Trading","18 C SHRI KRISHNA PURIPATNA 1 PATNA Bihar INDIA","Indian Non-Government Company"
"U55100BR2005PTC011332","5-05-2005","T.L.ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,500,000.00","7,500,000.00","Bihar","RoC-Patna","Trading","16th FLOOR, BISCOMAN TOWER SOUTH GANDHI MAIDAN PATNA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55100BR2005PTC011742","16-11-2005","TAKSHSHILA REGENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","16,500,000.00","Bihar","RoC-Patna","Trading","401,PARSONI PLAZA,ASHIANANAGAR,P.S.-SASTRINAGAR PATNA Bihar INDIA 800025","Indian Non-Government Company"
"U55100BR2005PTC011773","29-11-2005","SAI HOSPITALITY AND SERVICES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","B-55,BUDHA COLONY,PATNA-800001 BIHAR BIHAR Bihar INDIA","Indian Non-Government Company"
"U55100BR2008PTC014063","20-11-2008","HOTEL SHREE NAYAK REGENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","AT-BARDWAN HATA PURNIA PURNIA Bihar INDIA 854301","Indian Non-Government Company"
"U55100BR2011PLC017414","5-09-2011","PRIYADARSHI RESORT & HOTELS LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","Plot No-11,Vishwaishraiya Nagar, Bailey Road Patna Bihar INDIA 801503","Indian Non-Government Company"
"U55100BR2011PTC016841","15-04-2011","BAJAJ REGENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","314,N.P.CENTRE, NEW DAK BUNGLOW ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55100BR2011PTC017246","26-07-2011","MAGADH HOTEL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Bihar","RoC-Patna","Trading","P/535, VIDYAPURI KANKARBAGH PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55100BR2011PTC017740","18-11-2011","ELTERN SEGEN HOSPITALITY & AGRO BRANCHEN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","C/o - Sinha Fabrication, Near SBR College Station Road Barh Bihar INDIA 803214","Indian Non-Government Company"
"U55100BR2012PTC018190","16-02-2012","VIKRAMSHILA HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","600,000.00","Bihar","RoC-Patna","Trading","50, MAHATMA GANDHI ROAD, P.S- KOTWALI BHAGALPUR Bihar INDIA 812001","Indian Non-Government Company"
"U55100BR2012PTC018191","17-02-2012","KAMAKHYA HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","5,000,000.00","Bihar","RoC-Patna","Trading","204, MAA DURGA ENCLAVE NEPALI KOTHI, BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55100BR2012PTC018996","26-07-2012","ROYALE LIVE INN HOSPITALITY AND INFRAVENTURE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","A-2, Gupteshwar Compound, Lane Next to Zee Medico Boring Canal Road, Nageshwar Colony Patna Bihar INDIA 800001","Indian Non-Government Company"
"U55100BR2012PTC019065","8-08-2012","MOHAMMAD SIDDIQUIE HOTEL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","1,800,000.00","Bihar","RoC-Patna","Trading","VILL & P.O.: KHIRIBANDH JAGDISHPUR Bhagalpur Bihar INDIA 812005","Indian Non-Government Company"
"U55100BR2012PTC019379","19-10-2012","ASOKA FOODS AND BEVERAGES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Bihar","RoC-Patna","Trading","ASHOK CINEMA BUILDING P.S - KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55100BR2013PTC020130","16-04-2013","G. C. DIVINE ESTATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","500,000.00","Bihar","RoC-Patna","Trading","GOLA ROAD MUZAFFARPUR Bihar INDIA 842001","Indian Non-Government Company"
"U55100BR2013PTC020491","6-06-2013","SHIV KAILASH ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","600,000.00","Bihar","RoC-Patna","Trading","AT HARRAKH POST BEGUSARAI BEGUSARAI Bihar INDIA 851107","Indian Non-Government Company"
"U55100BR2013PTC020977","21-08-2013","DREAMLINE HOSPITALITY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,500,000.00","100,000.00","Bihar","RoC-Patna","Trading","B-402, PATNA SUPER MARKET, FRASER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55100BR2013PTC021049","29-08-2013","J & M AGRO FOOD PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","TEHRI GHAT PATNA CITY PATNA Bihar INDIA 800008","Indian Non-Government Company"
"U55100BR2013PTC021128","17-09-2013","MATANGI HOTEL AND RESORT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Trading","RAHAMGANJ HOSPITAL ROAD , NAKA NO - 6 DARBHANGA Bihar INDIA 846003","Indian Non-Government Company"
"U55101BR1964PLC000737","22-04-1964","BIHAR HOTELS LIMITED","ACTIVE","Public","Company Limited by Shares","80,000,000.00","36,000,000.00","Bihar","RoC-Patna","Trading","SOUTH GANDHI MAIDAN PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1969PTC000847","30-09-1969","HOTEL TOURIST PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","255,000.00","Bihar","RoC-Patna","Trading","57, CHOWK RD., (SINHA BHAWAN),GAYA GAYA Bihar INDIA","Indian Non-Government Company"
"U55101BR1972PLC000949","21-06-1972","RITU HOTELS LIMITED","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","2,500,000.00","71,250.00","Bihar","RoC-Patna","Trading","JANAK KISHORE ROAD PATNA Bihar INDIA 800003","Indian Non-Government Company"
"U55101BR1972PTC000926","8-03-1972","HOTEL SATKAR PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","2,060,900.00","Bihar","RoC-Patna","Trading","FRAZER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1973PTC001002","5-05-1973","SUJATA HOTEL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","14,400,000.00","Bihar","RoC-Patna","Trading","BEERCHAND PATEL MARG,P.S.-SACHIWALYA, PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U55101BR1973PTC001005","19-05-1973","SAZEEVA HOTELS & COMPANY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","1,000.00","Bihar","RoC-Patna","Trading","NAYATOLA PATNA Bihar INDIA 800004","Indian Non-Government Company"
"U55101BR1973PTC001030","7-08-1973","DREAMLIGHT HOTEL PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","25,000.00","Bihar","RoC-Patna","Trading","DREAMLIGHT HOTEL PS PUNAICHAK PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1974PTC001151","31-08-1974","MAGADH TOURIST HOTEL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","10,000.00","Bihar","RoC-Patna","Trading","PAHARPURA RANCHI ROAD BIHAR SHARIF Bihar INDIA 803118","Indian Non-Government Company"
"U55101BR1975PTC001210","8-07-1975","EKAANT HOTELS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","10,000.00","Bihar","RoC-Patna","Trading","BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1976PTC001244","1-05-1976","HOTEL CHANAKYA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","5,749,500.00","Bihar","RoC-Patna","Trading","C/O HOTEL SAMRAT INTERNATIONAL FRAZER ROAD, PATNA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1979PLC001397","18-04-1979","JAIMANGAL LIMITED","ACTIVE","Public","Company Limited by Shares","2,500,000.00","1,397,900.00","Bihar","RoC-Patna","Trading","FRASER ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1979PTC001405","19-06-1979","HOTEL MAYUR PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","869,000.00","Bihar","RoC-Patna","Trading","FRASER ROAD, P.S.-GANDHI MAIDAN PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1981PTC001558","31-08-1981","SHREE MITTALBHAI HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","154,700.00","Bihar","RoC-Patna","Trading","KATARI HILL ROAD KATARI HILL ROAD GAYA Bihar INDIA 823001","Indian Non-Government Company"
"U55101BR1984PTC002004","9-07-1984","HOTEL BRINDAWAN PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","10,000.00","Bihar","RoC-Patna","Trading","MUSLIM ROAD MITHAPUR PATNA Bihar INDIA","Indian Non-Government Company"
"U55101BR1985PTC002165","2-07-1985","HOTEL SHANTI RAMESHWARAM PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","AT & P.O.MOHANIA (G.T.ROAD) PS- MOHANIA ROHTAS Bihar INDIA","Indian Non-Government Company"
"U55101BR1987PTC002658","17-06-1987","HOTEL RAJHANS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","291,200.00","Bihar","RoC-Patna","Trading","ANAND VILLA, OPPOSITE UDAY GIRI APPARTMENT, BUDH MARG PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1987PTC002718","25-08-1987","HOTEL SWYAMSIDDHA PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,700,000.00","20,000.00","Bihar","RoC-Patna","Trading","C/O SRI HAZARI SAH,SAIDPURROAD P.O.BANKIPORE PS- BANIPUR PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1988PLC003161","27-10-1988","SUBLAXMI HOTELS LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00","7,000.00","Bihar","RoC-Patna","Trading","SUBBALAXMI, 20(C) PATLIPUTRA COLONY, P.S: PATLIPUTRA PATNA Bihar INDIA 800013","Indian Non-Government Company"
"U55101BR1988PTC002827","6-01-1988","HOTEL JAIDEV PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","5,000.00","Bihar","RoC-Patna","Trading","5/6, SRIKRISHNA NAGAR PATNA Bihar INDIA","Indian Non-Government Company"
"U55101BR1988PTC002833","20-01-1988","HOTEL NANAKSONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","4,000,000.00","4,000,000.00","Bihar","RoC-Patna","Trading","STATION ROAD PS- KOTWALI GAYA GAYA Bihar INDIA","Indian Non-Government Company"
"U55101BR1988PTC003166","28-10-1988","HOLIDAY INN PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,000,000.00","1,220,000.00","Bihar","RoC-Patna","Trading","74 GANGA TOWER, L.C.T. GHAT PS- PATLIPUTRA PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1988PTC003174","2-11-1988","HOTEL KOSHI NIWAS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","3,450,000.00","Bihar","RoC-Patna","Trading","BANGALI BAZAR, PS- SAHARSA SAHARSA Bihar INDIA 852201","Indian Non-Government Company"
"U55101BR1989PTC003655","20-11-1989","VAIBHAV HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","7,000,000.00","6,934,400.00","Bihar","RoC-Patna","Trading","HOUSE OF SUSHILA DEVI, AT - HARAKH, NH - 31, OPPOSITE NETAJEE SUBHASH STATUE, BEGUSARAI Bihar INDIA 851101","Indian Non-Government Company"
"U55101BR1990PTC004223","9-11-1990","SHAHI HOTELS AND PROPERTIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,253,200.00","Bihar","RoC-Patna","Trading","DAKBUNGLOW ROAD PS- KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1990PTC004233","15-11-1990","SKYKING MOTELS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","30,000.00","Bihar","RoC-Patna","Trading","PATNA RANCHI ROAD PS- AKBARPUR NAWADAH Bihar INDIA","Indian Non-Government Company"
"U55101BR1991PTC004379","7-03-1991","S.J.S. BUSINESS ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","4,993,800.00","Bihar","RoC-Patna","Trading","MAIN ROAD, SYNDICATE BUDHAN PURWA, PS- BUXAR BUXAR Bihar INDIA","Indian Non-Government Company"
"U55101BR1991PTC004558","1-08-1991","PEACOCK HOTEL & MOTEL PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00","10,000.00","Bihar","RoC-Patna","Trading","MANER PS.- MANER PATNA Bihar INDIA","Indian Non-Government Company"
"U55101BR1991PTC004562","5-08-1991","FRIENDSHIP BUSINESS PROMOTION (INDIA) PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","19,500.00","Bihar","RoC-Patna","Trading","WEST OF B/129, KANKARBAGH PS-KANKARBAGH PATNA Bihar INDIA 800020","Indian Non-Government Company"
"U55101BR1994PLC005749","2-03-1994","PATLA HOTELS LIMITED","DORMANT","Public","Company Limited by Shares","2,000,000.00","5,600.00","Bihar","RoC-Patna","Trading","GANGA DEEP, 701-A, P.S.- SRIKRISHNA PURI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1994PTC005704","8-02-1994","LA DEMEURE RESORTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","15,000.00","Bihar","RoC-Patna","Trading","I.A.S. COLONY, RUPASPURA,BAILY ROAD, P.S. DANAPUR, PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U55101BR1995PTC006463","20-04-1995","SABICON ESTATES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","21,200.00","Bihar","RoC-Patna","Trading","92,HARIHAR APARTMENT,EAST BORING CANAL ROAD, PS. BUDHA COLONY, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1996PTC007437","27-08-1996","HOTEL BINDWASHINI PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","4,000,000.00","3,100,000.00","Bihar","RoC-Patna","Trading","SHAKTI KUTIR ROAD N0.10PATEL NAGAR, DIST. PATNA-23. Bihar INDIA 800023","Indian Non-Government Company"
"U55101BR1997PLC008231","19-11-1997","VRIDHISHREE HOTELS LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","5,000,000.00","Bihar","RoC-Patna","Trading","SAHYOGI PRESS EXHIBITION ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1997PLC008242","27-11-1997","AASTHA RESORTS & AGRO-TECH LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Trading","209,ASHIANA TOWER,EXHIBITION ROAD, PATNA-1. PATNA-1. Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR1997PTC007688","30-01-1997","SHANKHADEEP HOTEL PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","20,000.00","Bihar","RoC-Patna","Trading","MAIN ROAD,GAMHARIA,DIST. WEST SINGHBHUM. WEST SINGHBHUM Bihar INDIA","Indian Non-Government Company"
"U55101BR1997PTC007788","13-03-1997","JAYANTI HOTEL & RESORTS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","2,000.00","Bihar","RoC-Patna","Trading","H/O JUSTICE S.M.PRASAD,JAGAT NARAYAN ROAD, PATNA-3. PATNA Bihar INDIA","Indian Non-Government Company"
"U55101BR2000PTC009151","7-02-2000","ASHOKA AIRWAYS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,000,000.00","2,072,000.00","Bihar","RoC-Patna","Trading","2ND FLOORBISCOMAN TOWER WEST GANDHI MAIDAN Bihar INDIA","Indian Non-Government Company"
"U55101BR2000PTC009261","20-04-2000","K.K. AWAS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","9,378,000.00","Bihar","RoC-Patna","Trading","AT- SARAIYA, WARD NO.-13P.O.- GOPALGANJ DIST- GOPALGANJ GOPALGANJ Bihar INDIA 841428","Indian Non-Government Company"
"U55101BR2003PTC010406","5-11-2003","NAMGYAL RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","200,000.00","Bihar","RoC-Patna","Trading","MAHAYANA GUEST HOUSE,P.O.-BODH GAYA, DIST-BODH GAYA GAYA Bihar INDIA 824231","Indian Non-Government Company"
"U55101BR2005PTC011751","17-11-2005","CHANDPURA FORT PALACE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","200,000.00","Bihar","RoC-Patna","Trading","BANK ROAD,PATNA BIHAR BIHAR Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2007PLC012902","14-03-2007","RAMNANDI HOTEL AND RESORTS LIMITED","ACTIVE","Public","Company Limited by Shares","400,000,000.00","154,500,000.00","Bihar","RoC-Patna","Trading","BANSI SADAN CHAND CHOURA GAYA Bihar INDIA 823001","Indian Non-Government Company"
"U55101BR2007PTC012839","12-02-2007","BISAKA HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","205 KASHI PLACE DAK BUNGLOW ROAD P.S KOTWALI, POST OFFICE GPO PATNA Bihar INDIA 800001","Others"
"U55101BR2007PTC012870","26-02-2007","ASHAJI RASOI PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","350,000.00","Bihar","RoC-Patna","Trading","46, KAVI RAMAN PATH BORING ROAD PANA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2007PTC012873","27-02-2007","RAINBOW HOSPITALITY AND TRAVELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","120,000.00","Bihar","RoC-Patna","Trading","GITANJALI, ROAD NO. 3 RAJEEV NAGAR PATNA Bihar INDIA 800024","Indian Non-Government Company"
"U55101BR2007PTC012905","16-03-2007","CHOWK FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","800,000.00","Bihar","RoC-Patna","Trading","H/O- LATE O.P.BRAHMCHARI, NEAR PANI TANKI CHOWK MITHANPURA MUZAFFARPUR Bihar INDIA 842002","Indian Non-Government Company"
"U55101BR2007PTC013020","17-05-2007","JAI AMBEY REGENCY PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","3,000,000.00",NA,"Bihar","RoC-Patna","Trading","3, ROAD NO.1A, SHIVPURI, SHASTRI NAGAR PATNA SADAR PATNA Bihar INDIA 800023","Indian Non-Government Company"
"U55101BR2007PTC013021","18-05-2007","TECHNOCULTURE RESORTS AND BUSINESS CENTRE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Trading","B-303,NUTAN TOWER,KANKARBAGH MAIN ROAD KANKARBAGH PATNA Bihar INDIA 800020","Others"
"U55101BR2007PTC013274","15-11-2007","HOTEL GALAXY INTERCONTINENTAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","4,000,000.00","3,994,000.00","Bihar","RoC-Patna","Trading","C/O- DR.(MRS) SHYAMA RANI PD,ASHIRWAD MATERNITY CARE CENTRE, OPP: S. P. KOTHI, JAIL ROAD, GAYA Bihar INDIA 823001","Indian Non-Government Company"
"U55101BR2007PTC013280","26-11-2007","BHARDWAJ HOTEL & RESORTS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,500,000.00","5,500,000.00","Bihar","RoC-Patna","Trading","NAWRATAN HATA, N.H. 31, PURNEA Bihar INDIA 854301","Indian Non-Government Company"
"U55101BR2008PTC013381","21-01-2008","HOTEL KOMAL KUNAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","12,000,000.00","11,636,300.00","Bihar","RoC-Patna","Trading","HOTEL KUNAL INTERNATIONAL JAMAL ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2008PTC013447","20-02-2008","KAVITA AGRO AND RESORT PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna","Trading","1281, CHUKATI, TOWN/VILL - CHUKATI ANCHAL - MANSI KHAGARIA Bihar INDIA 851214","Indian Non-Government Company"
"U55101BR2008PTC013690","3-06-2008","MD TANZEEL ALAM HOTELS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna","Trading","KHANQUAH MONAMIA RAM SHAGAR ROAD GAYA Bihar INDIA 823001","Indian Non-Government Company"
"U55101BR2008PTC013819","5-08-2008","GOODWORK ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Bihar","RoC-Patna","Trading","BALUA NIWAS BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2008PTC013853","20-08-2008","SHANKAR SHIVAM ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","5,600,000.00","Bihar","RoC-Patna","Trading","54, MIRZAPUR DARBHANGA Bihar INDIA 846004","Indian Non-Government Company"
"U55101BR2008PTC014129","22-12-2008","VINAYAKA HOTEL AND DEVELOPERS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","2,500,000.00","2,500,000.00","Bihar","RoC-Patna","Trading","H.NO-26,VILL-BARIHAT P.O-PURNIA PURNIA Bihar INDIA 854302","Indian Non-Government Company"
"U55101BR2009PLC015130","22-12-2009","SARVODAYA HOSPITALITY LIMITED","ACTIVE","Public","Company Limited by Shares","5,000,000.00","550,000.00","Bihar","RoC-Patna","Trading","HOTEL SARVODAYA, RAJENDRA PATH NEAR C.D.A. BUILDING & BHATTACHARIYA ROAD CROSSING PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2009PTC014182","13-01-2009","TAHITI RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","100,000.00","Bihar","RoC-Patna","Trading","NH-31, SINGHAUL BEGUSARAI Bihar INDIA 851101","Indian Non-Government Company"
"U55101BR2009PTC014258","19-02-2009","AMAR RAJ HOTELS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","5,000,000.00","2,500,000.00","Bihar","RoC-Patna","Trading","KOREA TOLA, NEAR PANKAJ CHOWK RAXAUL RAXAUL Bihar INDIA 845305","Indian Non-Government Company"
"U55101BR2009PTC014369","25-03-2009","AMRAPALI BANQUETS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","6,000,000.00","2,856,700.00","Bihar","RoC-Patna","Trading","SCADA BUSINESS CENTRE BEER CHAND PATEL MARG PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2009PTC014404","6-04-2009","HOTEL NISA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,200,000.00","5,200,000.00","Bihar","RoC-Patna","Trading","NEZAM MANZIL, GORIATOLI STATION ROAD, KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2009PTC014606","17-06-2009","SHYAMA REGENCY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","32,000,000.00","31,612,000.00","Bihar","RoC-Patna","Trading","BELA MORE DIWANI TAKIYA DARBHANGA Bihar INDIA 846004","Indian Non-Government Company"
"U55101BR2009PTC014742","6-08-2009","HOTEL CITY HERITAGE PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","200,000.00","Bihar","RoC-Patna","Trading","NEAR RAILWAY STATION STATION ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2009PTC015007","17-11-2009","ROYAL KING RESORT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","16,875,000.00","Bihar","RoC-Patna","Trading","NAGESHWAR COLONY, OFF BORING ROAD, P.S.- BUDHA COLONY, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U55101BR2009PTC015162","30-12-2009","JAI PRAKASH HOTELS AND RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","18,600,000.00","Bihar","RoC-Patna","Trading","C/O HOTEL SHASHI INTERNATIONAL TEMPLE LINE( Near Bhutan Temple),BODH GAYA GAYA Bihar INDIA 824231","Indian Non-Government Company"
