"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U80903BR2011PTC017166","6-07-2011","BRILLIANT EDUCARE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","C/O SANI KUMAR,BLOCK-4,M/F-3,ROOM NO-14 BAHADURPUR HOUSING COLONY,KANARBAGH PATNA Bihar INDIA 800026","Indian Non-Government Company"
"U80903BR2011PTC017170","7-07-2011","GAME CHANGING EDUCATORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Bihar","RoC-Patna","Community, personal & Social Services","SINHAS HOUSE NO. 500, ROAD NO. 8A RAJENDRA NAGAR PATNA Bihar INDIA 800016","Indian Non-Government Company"
"U80903BR2011PTC017177","7-07-2011","MBS EDUCATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","C/O PARMESHWAR SHARMA NEAR DURGA ASTHAN MUNGRORA, JAMALPUR, MUNGER JAMALPUR Bihar INDIA 811214","Indian Non-Government Company"
"U80903BR2011PTC017185","11-07-2011","ANAND ACADEMIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","Opposit Tirhut Academy Kashipur Samastipur Bihar INDIA 848101","Indian Non-Government Company"
"U80903BR2011PTC017206","13-07-2011","SIGMA PREMIER EDUCATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","S-104, SARYU APARTMENT BUDHA COLONY PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U80903BR2011PTC017324","11-08-2011","JAYLASH EDUCATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","NAHAR ROAD, RAM KRISHNA COLONY MORE MANGAL MARKET, MAHENDRU PATNA Bihar INDIA 800006","Indian Non-Government Company"
"U80903BR2011PTC017430","7-09-2011","AMAR JYOTI COACHING CENTRE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Bihar","RoC-Patna","Community, personal & Social Services","3RD FLOOR, DISHA COMPLEX OPPOSITE PATNA UNIVERSITY MAIN GATE, ASHOK RAJPATH PATNA Bihar INDIA 800004","Indian Non-Government Company"
"U80903BR2011PTC017651","24-10-2011","GYAN ASHTHALI INSTITUTE FOR INTERACTIVE TEACHING CLASSES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","120,000.00","Bihar","RoC-Patna","Community, personal & Social Services","NEAR NALA ROAD PETROL PUMP NALA ROAD KADAMKUAN PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U80903BR2011PTC017656","24-10-2011","SAMUNDRIKA MARINE ACADEMY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","NEAR BIHAR COLLEGE OF PHARMECY NAHAR PAR, BAILY ROAD PATNA Bihar INDIA 801503","Indian Non-Government Company"
"U80903BR2011PTC017824","7-12-2011","JAIDEEP EDUTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","SPACE NO. 25, GROUND A, TWIN TOWER HATHWA SOUTH GANDHI MAIDAN PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U80903BR2011PTC017827","7-12-2011","RAINBOW CLASSES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Bihar","RoC-Patna","Community, personal & Social Services","ANJU VILLA, OPP BAZAR SAMITI MAIN GATE RMPUR ROAD , MUSSALLAHPUR PO- MAHENDRU PATNA Bihar INDIA 800006","Indian Non-Government Company"
